language,arity,depth
Hindi,4,4
Hindi,3,4
Hindi,3,5
Hindi,3,3
Hindi,3,5
Hindi,3,4
Hindi,3,5
Hindi,4,5
Hindi,3,5
Hindi,2,6
Hindi,5,4
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,2,4
Hindi,3,6
Hindi,3,4
Hindi,3,4
Hindi,3,5
Hindi,3,6
Hindi,3,4
Hindi,2,8
Hindi,4,7
Hindi,3,7
Hindi,3,4
Hindi,3,3
Hindi,3,6
Hindi,5,3
Hindi,5,3
Hindi,4,4
Hindi,3,3
Hindi,3,7
Hindi,3,4
Hindi,6,3
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,2,5
Hindi,3,4
Hindi,4,5
Hindi,4,3
Hindi,3,6
Hindi,4,4
Hindi,3,5
Hindi,3,4
Hindi,2,5
Hindi,4,5
Hindi,3,4
Hindi,3,5
Hindi,4,4
Hindi,3,6
Hindi,4,3
Hindi,3,5
Hindi,5,4
Hindi,4,4
Hindi,3,3
Hindi,4,4
Hindi,2,3
Hindi,3,3
Hindi,3,5
Hindi,4,3
Hindi,3,5
Hindi,2,6
Hindi,4,3
Hindi,2,5
Hindi,5,2
Hindi,3,4
Hindi,2,4
Hindi,3,4
Hindi,3,4
Hindi,2,6
Hindi,2,4
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,3,5
Hindi,2,8
Hindi,3,7
Hindi,4,4
Hindi,4,5
Hindi,2,8
Hindi,4,5
Hindi,3,5
Hindi,3,5
Hindi,4,2
Hindi,4,5
Hindi,3,8
Hindi,3,5
Hindi,4,4
Hindi,4,3
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,3,3
Hindi,3,5
Hindi,3,4
Hindi,3,4
Hindi,3,7
Hindi,2,6
Hindi,3,5
Hindi,4,3
Hindi,2,7
Hindi,3,5
Hindi,3,4
Hindi,3,5
Hindi,6,4
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,3,5
Hindi,2,7
Hindi,2,4
Hindi,3,5
Hindi,2,4
Hindi,3,7
Hindi,4,4
Hindi,5,4
Hindi,3,4
Hindi,3,4
Hindi,3,5
Hindi,5,3
Hindi,3,7
Hindi,4,3
Hindi,3,5
Hindi,3,4
Hindi,3,5
Hindi,4,4
Hindi,4,4
Hindi,5,3
Hindi,4,4
Hindi,3,5
Hindi,3,4
Hindi,2,2
Hindi,4,4
Hindi,5,5
Hindi,4,5
Hindi,3,5
Hindi,4,5
Hindi,3,4
Hindi,4,4
Hindi,3,3
Hindi,4,5
Hindi,3,5
Hindi,5,4
Hindi,5,2
Hindi,3,5
Hindi,4,4
Hindi,2,3
Hindi,3,5
Hindi,5,3
Hindi,4,4
Hindi,3,4
Hindi,3,3
Hindi,2,4
Hindi,2,4
Hindi,3,5
Hindi,3,5
Hindi,3,3
Hindi,3,4
Hindi,3,4
Hindi,3,3
Hindi,3,6
Hindi,3,6
Hindi,2,6
Hindi,3,4
Hindi,4,5
Hindi,4,4
Hindi,3,4
Hindi,4,4
Hindi,2,6
Hindi,5,3
Hindi,3,4
Hindi,4,4
Hindi,4,6
Hindi,3,3
Hindi,4,5
Hindi,3,4
Hindi,3,7
Hindi,3,4
Hindi,3,6
Hindi,4,5
Hindi,2,9
Hindi,3,5
Hindi,4,4
Hindi,3,2
Hindi,3,5
Hindi,5,4
Hindi,3,5
Hindi,4,2
Hindi,4,4
Hindi,3,4
Hindi,3,4
Hindi,5,3
Hindi,4,5
Hindi,3,5
Hindi,3,4
Hindi,4,2
Hindi,3,6
Hindi,4,4
Hindi,3,3
Hindi,3,5
Hindi,2,5
Hindi,3,4
Hindi,3,7
Hindi,3,3
Hindi,3,5
Hindi,4,4
Hindi,3,4
Hindi,4,5
Hindi,3,7
Hindi,2,6
Hindi,4,5
Hindi,3,4
Hindi,3,4
Hindi,3,6
Hindi,3,4
Hindi,3,4
Hindi,3,4
Hindi,3,3
Hindi,4,5
Hindi,4,3
Hindi,3,5
Hindi,3,4
Hindi,6,3
Hindi,3,4
Hindi,5,3
Hindi,3,4
Hindi,3,5
Hindi,3,5
Hindi,3,3
Hindi,4,3
Hindi,5,4
Hindi,4,4
Hindi,2,8
Hindi,4,4
Hindi,3,4
Hindi,4,5
Hindi,3,4
Hindi,3,5
Hindi,5,4
Hindi,2,5
Hindi,3,5
Hindi,2,5
Hindi,4,4
Hindi,3,4
Hindi,4,5
Hindi,4,6
Hindi,4,2
Hindi,2,4
Hindi,2,6
Hindi,3,7
Hindi,2,4
Hindi,4,4
Hindi,5,4
Hindi,6,3
Hindi,3,5
Hindi,3,4
Hindi,3,5
Hindi,3,6
Hindi,3,6
Hindi,3,3
Hindi,4,6
Hindi,3,5
Hindi,3,6
Hindi,3,2
Hindi,3,5
Hindi,4,5
Hindi,3,4
Hindi,4,2
Hindi,3,6
Hindi,3,5
Hindi,3,3
Hindi,3,4
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,3,4
Hindi,2,4
Hindi,6,5
Hindi,3,4
Hindi,2,7
Hindi,4,4
Hindi,3,7
Hindi,3,6
Hindi,2,6
Hindi,4,3
Hindi,7,3
Hindi,3,4
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,2,8
Hindi,5,4
Hindi,3,5
Hindi,4,3
Hindi,3,6
Hindi,3,3
Hindi,3,6
Hindi,4,5
Hindi,3,5
Hindi,4,4
Hindi,2,3
Hindi,5,3
Hindi,4,3
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,4,3
Hindi,3,4
Hindi,3,4
Hindi,3,5
Hindi,3,4
Hindi,3,3
Hindi,3,5
Hindi,3,3
Hindi,3,5
Hindi,3,5
Hindi,3,2
Hindi,3,5
Hindi,4,4
Hindi,3,7
Hindi,4,5
Hindi,3,4
Hindi,4,4
Hindi,4,4
Hindi,4,3
Hindi,3,4
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,4,4
Hindi,5,3
Hindi,3,2
Hindi,4,5
Hindi,4,3
Hindi,4,1
Hindi,3,2
Hindi,4,5
Hindi,3,5
Hindi,2,5
Hindi,5,4
Hindi,5,2
Hindi,2,6
Hindi,5,2
Hindi,1,3
Hindi,4,3
Hindi,4,4
Hindi,4,4
Hindi,4,2
Hindi,4,3
Hindi,3,5
Hindi,5,2
Hindi,4,5
Hindi,3,3
Hindi,3,4
Hindi,4,5
Hindi,5,2
Hindi,3,5
Hindi,5,5
Hindi,3,4
Hindi,4,3
Hindi,3,4
Hindi,5,2
Hindi,4,4
Hindi,3,3
Hindi,2,7
Hindi,5,4
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,3,5
Hindi,4,3
Hindi,3,4
Hindi,2,5
Hindi,5,3
Hindi,3,6
Hindi,3,6
Hindi,4,3
Hindi,4,3
Hindi,6,2
Hindi,3,5
Hindi,3,5
Hindi,3,5
Hindi,2,8
Hindi,3,6
Hindi,3,6
Hindi,3,5
Hindi,3,5
Hindi,3,5
Hindi,5,4
Hindi,3,3
Hindi,6,3
Hindi,4,4
Hindi,3,4
Hindi,3,3
Hindi,4,3
Hindi,3,3
Hindi,2,7
Hindi,3,5
Hindi,3,3
Hindi,3,5
Hindi,3,3
Hindi,3,4
Hindi,2,7
Hindi,4,3
Hindi,5,3
Hindi,3,6
Hindi,3,5
Hindi,4,5
Hindi,4,5
Hindi,3,6
Hindi,4,5
Hindi,3,5
Hindi,3,5
Hindi,4,3
Hindi,5,6
Hindi,3,4
Hindi,3,3
Hindi,5,3
Hindi,4,4
Hindi,4,4
Hindi,3,5
Hindi,2,4
Hindi,4,6
Hindi,3,6
Hindi,3,3
Hindi,4,2
Hindi,5,3
Hindi,3,4
Hindi,5,3
Hindi,3,7
Hindi,3,6
Hindi,2,7
Hindi,3,6
Hindi,3,4
Hindi,3,6
Hindi,3,6
Hindi,4,3
Hindi,5,4
Hindi,3,3
Hindi,3,3
Hindi,2,4
Hindi,3,3
Hindi,3,5
Hindi,3,4
Hindi,3,4
Hindi,3,6
Hindi,2,7
Hindi,3,5
Hindi,2,4
Hindi,4,4
Hindi,3,5
Hindi,3,4
Hindi,3,4
Hindi,3,5
Hindi,3,6
Hindi,3,6
Hindi,3,4
Hindi,5,3
Hindi,4,3
Hindi,3,5
Hindi,3,4
Hindi,4,2
Hindi,3,6
Hindi,3,3
Hindi,7,2
Hindi,3,3
Hindi,3,4
Hindi,3,4
Hindi,3,4
Hindi,5,3
Hindi,3,7
Hindi,3,4
Hindi,4,3
Hindi,3,5
Hindi,4,3
Hindi,3,7
Hindi,4,5
Hindi,4,5
Hindi,3,3
Hindi,3,3
Hindi,5,4
Hindi,3,5
Hindi,3,4
Hindi,4,3
Hindi,3,5
Hindi,4,5
Hindi,4,2
Hindi,3,4
Hindi,3,6
Hindi,3,4
Hindi,3,5
Hindi,5,2
Hindi,3,2
Hindi,3,7
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,4,4
Hindi,3,4
Hindi,5,3
Hindi,5,4
Hindi,3,1
Hindi,4,4
Hindi,3,3
Hindi,4,5
Hindi,4,6
Hindi,3,6
Hindi,3,4
Hindi,5,4
Hindi,4,5
Hindi,4,5
Hindi,5,3
Hindi,3,5
Hindi,3,5
Hindi,3,2
Hindi,3,3
Hindi,4,4
Hindi,2,5
Hindi,3,6
Hindi,3,5
Hindi,3,4
Hindi,2,4
Hindi,4,4
Hindi,2,6
Hindi,3,4
Hindi,3,5
Hindi,3,4
Hindi,4,6
Hindi,3,5
Hindi,3,5
Hindi,2,8
Hindi,7,2
Hindi,3,4
Hindi,2,5
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,4,4
Hindi,3,4
Hindi,2,6
Hindi,3,7
Hindi,3,3
Hindi,3,4
Hindi,3,6
Hindi,3,5
Hindi,3,4
Hindi,3,6
Hindi,3,5
Hindi,2,6
Hindi,4,4
Hindi,3,4
Hindi,4,5
Hindi,3,4
Hindi,4,4
Hindi,3,3
Hindi,5,4
Hindi,3,4
Hindi,4,4
Hindi,3,2
Hindi,3,4
Hindi,4,4
Hindi,3,5
Hindi,4,3
Hindi,3,3
Hindi,4,4
Hindi,3,1
Hindi,3,2
Hindi,3,4
Hindi,3,4
Hindi,2,6
Hindi,3,5
Hindi,3,7
Hindi,3,5
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,5,3
Hindi,3,5
Hindi,3,4
Hindi,4,4
Hindi,3,6
Hindi,3,4
Hindi,2,5
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,3,5
Hindi,4,4
Hindi,4,3
Hindi,3,5
Hindi,5,4
Hindi,4,4
Hindi,5,2
Hindi,3,5
Hindi,2,7
Hindi,3,4
Hindi,3,6
Hindi,3,2
Hindi,3,4
Hindi,4,2
Hindi,4,4
Hindi,3,4
Hindi,3,4
Hindi,5,5
Hindi,4,7
Hindi,3,3
Hindi,3,4
Hindi,3,5
Hindi,3,5
Hindi,3,3
Hindi,5,5
Hindi,3,2
Hindi,2,8
Hindi,3,4
Hindi,4,5
Hindi,3,5
Hindi,3,5
Hindi,3,6
Hindi,3,3
Hindi,3,5
Hindi,4,3
Hindi,6,3
Hindi,3,3
Hindi,3,2
Hindi,2,4
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,3,5
Hindi,3,7
Hindi,4,3
Hindi,4,4
Hindi,3,4
Hindi,2,7
Hindi,4,4
Hindi,3,4
Hindi,5,4
Hindi,2,5
Hindi,3,4
Hindi,3,5
Hindi,3,2
Hindi,3,4
Hindi,3,4
Hindi,3,3
Hindi,2,5
Hindi,4,3
Hindi,3,5
Hindi,5,4
Hindi,3,5
Hindi,4,4
Hindi,3,4
Hindi,3,4
Hindi,4,2
Hindi,2,5
Hindi,3,4
Hindi,4,3
Hindi,3,4
Hindi,3,3
Hindi,2,8
Hindi,4,3
Hindi,4,3
Hindi,3,5
Hindi,2,8
Hindi,2,4
Hindi,3,5
Hindi,3,4
Hindi,3,5
Hindi,3,3
Hindi,4,3
Hindi,3,6
Hindi,3,5
Hindi,3,4
Hindi,3,4
Hindi,3,5
Hindi,3,2
Hindi,3,4
Hindi,2,6
Hindi,3,5
Hindi,3,5
Hindi,5,3
Hindi,4,2
Hindi,4,3
Hindi,3,5
Hindi,3,6
Hindi,5,3
Hindi,3,6
Hindi,3,6
Hindi,3,4
Hindi,4,4
Hindi,3,3
Hindi,2,3
Hindi,3,5
Hindi,4,5
Hindi,3,5
Hindi,6,3
Hindi,4,5
Hindi,3,3
Hindi,3,5
Hindi,3,6
Hindi,3,5
Hindi,3,3
Hindi,5,5
Hindi,3,4
Hindi,6,3
Hindi,3,4
Hindi,3,5
Hindi,3,2
Hindi,3,6
Hindi,3,6
Hindi,4,4
Hindi,5,2
Hindi,3,7
Hindi,4,4
Hindi,4,4
Hindi,6,3
Hindi,2,5
Hindi,4,3
Hindi,4,5
Hindi,4,5
Hindi,4,4
Hindi,3,4
Hindi,3,4
Hindi,4,2
Hindi,3,4
Hindi,3,3
Hindi,5,4
Hindi,4,3
Hindi,3,4
Hindi,4,3
Hindi,3,5
Hindi,5,1
Hindi,4,4
Hindi,3,5
Hindi,5,5
Hindi,3,5
Hindi,4,4
Hindi,4,4
Hindi,5,3
Hindi,3,5
Hindi,3,5
Hindi,4,3
Hindi,2,4
Hindi,2,6
Hindi,4,4
Hindi,2,6
Hindi,3,6
Hindi,3,6
Hindi,3,4
Hindi,3,7
Hindi,3,5
Hindi,3,5
Hindi,3,5
Hindi,2,2
Hindi,5,4
Hindi,3,4
Hindi,3,5
Hindi,3,3
Hindi,3,6
Hindi,3,3
Hindi,3,4
Hindi,3,7
Hindi,4,4
Hindi,3,4
Hindi,3,4
Hindi,3,6
Hindi,3,4
Hindi,3,4
Hindi,3,4
Hindi,4,3
Hindi,3,5
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,2,6
Hindi,3,4
Hindi,4,4
Hindi,4,3
Hindi,4,2
Hindi,4,3
Hindi,3,3
Hindi,3,3
Hindi,3,3
Hindi,3,4
Hindi,3,5
Hindi,3,3
Hindi,2,3
Hindi,2,6
Hindi,6,3
Hindi,5,3
Hindi,6,3
Hindi,7,2
Hindi,2,4
Hindi,6,3
Hindi,4,3
Hindi,4,3
Hindi,3,5
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,3,5
Hindi,3,2
Hindi,3,4
Hindi,3,4
Hindi,3,6
Hindi,3,5
Hindi,3,6
Hindi,4,4
Hindi,3,6
Hindi,3,3
Hindi,5,3
Hindi,3,5
Hindi,3,5
Hindi,3,4
Hindi,3,4
Hindi,3,3
Hindi,3,4
Hindi,7,2
Hindi,3,4
Hindi,3,4
Hindi,4,3
Hindi,4,4
Hindi,3,7
Hindi,4,4
Hindi,3,5
Hindi,4,3
Hindi,4,3
Hindi,4,2
Hindi,3,6
Hindi,4,4
Hindi,2,5
Hindi,3,5
Hindi,3,4
Hindi,4,3
Hindi,4,5
Hindi,3,4
Hindi,3,5
Hindi,4,3
Hindi,3,5
Hindi,3,6
Hindi,3,5
Hindi,3,7
Hindi,3,3
Hindi,3,5
Hindi,3,4
Hindi,4,6
Hindi,2,4
Hindi,3,2
Hindi,3,4
Hindi,3,3
Hindi,3,7
Hindi,5,2
Hindi,4,4
Hindi,2,5
Hindi,3,3
Hindi,3,4
Hindi,3,3
Hindi,4,4
Hindi,3,5
Hindi,3,4
Hindi,4,4
Hindi,3,3
Hindi,3,6
Hindi,5,3
Hindi,3,5
Japanese,2,4
Japanese,2,3
Japanese,2,6
Japanese,2,5
Japanese,5,4
Japanese,3,1
Japanese,4,5
Japanese,3,6
Japanese,2,3
Japanese,2,5
Japanese,3,3
Japanese,3,3
Japanese,3,4
Japanese,3,2
Japanese,4,5
Japanese,3,5
Japanese,3,5
Japanese,5,4
Japanese,3,4
Japanese,2,3
Japanese,2,3
Japanese,2,6
Japanese,2,5
Japanese,3,3
Japanese,3,8
Japanese,3,4
Japanese,7,1
Japanese,2,5
Japanese,4,2
Japanese,5,3
Japanese,2,4
Japanese,3,3
Japanese,3,5
Japanese,2,6
Japanese,3,1
Japanese,3,3
Japanese,5,4
Japanese,2,6
Japanese,3,6
Japanese,3,4
Japanese,3,4
Japanese,6,4
Japanese,3,4
Japanese,5,3
Japanese,3,3
Japanese,2,4
Japanese,3,4
Japanese,2,4
Japanese,2,6
Japanese,2,5
Japanese,2,5
Japanese,2,6
Japanese,3,5
Japanese,4,1
Japanese,4,2
Japanese,4,5
Japanese,2,3
Japanese,7,2
Japanese,3,4
Japanese,3,4
Japanese,2,1
Japanese,3,2
Japanese,2,5
Japanese,4,3
Japanese,3,6
Japanese,3,3
Japanese,3,2
Japanese,4,5
Japanese,3,4
Japanese,3,2
Japanese,2,6
Japanese,3,6
Japanese,3,5
Japanese,3,5
Japanese,5,4
Japanese,5,2
Japanese,2,7
Japanese,3,5
Japanese,3,1
Japanese,2,4
Japanese,3,2
Japanese,2,8
Japanese,3,5
Japanese,2,2
Japanese,2,7
Japanese,3,2
Japanese,4,5
Japanese,2,1
Japanese,2,3
Japanese,3,3
Japanese,2,2
Japanese,2,3
Japanese,3,5
Japanese,4,5
Japanese,2,6
Japanese,2,4
Japanese,5,3
Japanese,3,3
Japanese,4,6
Japanese,2,6
Japanese,4,3
Japanese,4,5
Japanese,3,3
Japanese,3,4
Japanese,3,3
Japanese,3,2
Japanese,2,2
Japanese,3,5
Japanese,4,2
Japanese,2,3
Japanese,3,4
Japanese,4,3
Japanese,3,6
Japanese,4,7
Japanese,3,6
Japanese,5,5
Japanese,3,3
Japanese,4,3
Japanese,4,7
Japanese,2,5
Japanese,3,4
Japanese,2,7
Japanese,2,3
Japanese,4,3
Japanese,3,1
Japanese,5,1
Japanese,3,5
Japanese,2,3
Japanese,2,2
Japanese,3,4
Japanese,3,5
Japanese,2,7
Japanese,3,6
Japanese,6,4
Japanese,7,1
Japanese,3,4
Japanese,2,2
Japanese,3,5
Japanese,3,6
Japanese,2,7
Japanese,3,4
Japanese,4,3
Japanese,3,6
Japanese,3,4
Japanese,3,1
Japanese,2,6
Japanese,2,4
Japanese,6,2
Japanese,3,2
Japanese,2,6
Japanese,3,1
Japanese,3,4
Japanese,4,4
Japanese,4,5
Japanese,2,4
Japanese,3,3
Japanese,3,3
Japanese,3,4
Japanese,4,2
Japanese,3,5
Japanese,2,2
Japanese,4,2
Japanese,3,5
Japanese,3,1
Japanese,2,6
Japanese,2,5
Japanese,3,3
Japanese,3,6
Japanese,3,5
Japanese,3,2
Japanese,2,2
Japanese,2,6
Japanese,3,2
Japanese,4,3
Japanese,2,6
Japanese,2,6
Japanese,4,5
Japanese,2,5
Japanese,4,3
Japanese,2,5
Japanese,2,3
Japanese,2,5
Japanese,2,3
Japanese,4,4
Japanese,2,6
Japanese,3,3
Japanese,2,4
Japanese,3,3
Japanese,2,8
Japanese,3,2
Japanese,3,5
Japanese,3,2
Japanese,3,5
Japanese,3,4
Japanese,2,2
Japanese,3,4
Japanese,3,6
Japanese,2,5
Japanese,2,4
Japanese,2,7
Japanese,2,6
Japanese,3,3
Japanese,2,6
Japanese,3,5
Japanese,2,7
Japanese,4,6
Japanese,2,7
Japanese,2,5
Japanese,4,1
Japanese,2,7
Japanese,2,3
Japanese,3,1
Japanese,5,3
Japanese,5,6
Japanese,3,5
Japanese,2,5
Japanese,4,5
Japanese,3,4
Japanese,2,5
Japanese,3,6
Japanese,3,4
Japanese,3,2
Japanese,3,5
Japanese,3,7
Japanese,2,5
Japanese,3,3
Japanese,5,1
Japanese,2,5
Japanese,2,2
Japanese,2,7
Japanese,3,6
Japanese,3,4
Japanese,3,3
Japanese,4,3
Japanese,3,4
Japanese,3,4
Japanese,5,3
Japanese,4,2
Japanese,2,6
Japanese,4,3
Japanese,2,4
Japanese,3,3
Japanese,3,4
Japanese,7,1
Japanese,3,5
Japanese,2,2
Japanese,4,5
Japanese,3,5
Japanese,2,5
Japanese,3,5
Japanese,3,7
Japanese,3,4
Japanese,2,3
Japanese,3,3
Japanese,3,4
Japanese,3,2
Japanese,3,4
Japanese,4,4
Japanese,5,2
Japanese,2,6
Japanese,2,4
Japanese,2,4
Japanese,4,2
Japanese,4,2
Japanese,3,6
Japanese,2,5
Japanese,2,8
Japanese,4,4
Japanese,3,2
Japanese,4,3
Japanese,2,4
Japanese,3,6
Japanese,4,3
Japanese,2,7
Japanese,2,4
Japanese,2,1
Japanese,5,3
Japanese,2,6
Japanese,6,3
Japanese,5,3
Japanese,4,3
Japanese,3,3
Japanese,4,2
Japanese,2,6
Japanese,2,5
Japanese,4,4
Japanese,5,1
Japanese,2,7
Japanese,3,2
Japanese,4,5
Japanese,1,1
Japanese,4,5
Japanese,2,3
Japanese,2,4
Japanese,4,3
Japanese,5,2
Japanese,3,3
Japanese,11,1
Japanese,3,7
Japanese,3,4
Japanese,4,3
Japanese,3,4
Japanese,2,2
Japanese,4,4
Japanese,3,2
Japanese,2,1
Japanese,4,3
Japanese,3,1
Japanese,4,5
Japanese,3,7
Japanese,3,2
Japanese,3,7
Japanese,3,6
Japanese,4,3
Japanese,4,5
Japanese,4,5
Japanese,2,4
Japanese,4,4
Japanese,6,4
Japanese,6,1
Japanese,2,1
Japanese,3,7
Japanese,3,3
Japanese,4,4
Japanese,2,1
Japanese,3,8
Japanese,4,6
Japanese,4,1
Japanese,4,5
Japanese,2,4
Japanese,3,3
Japanese,3,5
Japanese,3,6
Japanese,3,4
Japanese,3,4
Japanese,3,2
Japanese,2,1
Japanese,2,7
Japanese,4,2
Japanese,3,6
Japanese,2,6
Japanese,3,4
Japanese,3,6
Japanese,4,3
Japanese,2,1
Japanese,2,6
Japanese,3,6
Japanese,2,4
Japanese,3,5
Japanese,6,2
Japanese,2,4
Japanese,4,5
Japanese,4,3
Japanese,4,1
Japanese,5,3
Japanese,6,3
Japanese,2,6
Japanese,3,5
Japanese,3,2
Japanese,3,4
Japanese,3,4
Japanese,3,5
Japanese,3,6
Japanese,3,5
Japanese,4,2
Japanese,2,4
Japanese,5,2
Japanese,3,3
Japanese,4,4
Japanese,3,4
Japanese,3,4
Japanese,2,3
Japanese,3,5
Japanese,4,3
Japanese,2,6
Japanese,3,4
Japanese,3,5
Japanese,4,3
Japanese,2,5
Japanese,3,5
Japanese,3,4
Japanese,5,1
Japanese,5,1
Japanese,3,4
Japanese,2,7
Japanese,2,8
Japanese,4,3
Japanese,3,4
Japanese,4,1
Japanese,3,2
Japanese,3,8
Japanese,2,9
Japanese,2,6
Japanese,2,6
Japanese,4,4
Japanese,3,3
Japanese,5,2
Japanese,2,4
Japanese,3,6
Japanese,5,3
Japanese,5,3
Japanese,3,5
Japanese,5,5
Japanese,5,4
Japanese,6,3
Japanese,2,3
Japanese,4,7
Japanese,3,2
Japanese,6,4
Japanese,5,3
Japanese,3,2
Japanese,3,5
Japanese,2,6
Japanese,2,7
Japanese,2,5
Japanese,3,4
Japanese,6,2
Japanese,2,3
Japanese,3,3
Japanese,3,8
Japanese,2,2
Japanese,2,5
Japanese,4,7
Japanese,3,1
Japanese,2,4
Japanese,2,5
Japanese,3,3
Japanese,2,3
Japanese,6,3
Japanese,2,4
Japanese,2,6
Japanese,2,8
Japanese,3,2
Japanese,5,3
Japanese,2,5
Japanese,2,6
Japanese,2,2
Japanese,2,5
Japanese,2,4
Japanese,3,3
Japanese,4,3
Japanese,4,5
Japanese,3,6
Japanese,2,4
Japanese,3,6
Japanese,2,5
Japanese,4,3
Japanese,3,3
Japanese,3,3
Japanese,2,2
Japanese,3,5
Japanese,2,5
Japanese,3,6
Japanese,2,1
Japanese,4,1
Japanese,3,6
Japanese,2,4
Japanese,3,4
Japanese,2,6
Japanese,3,3
Japanese,2,6
Japanese,3,7
Japanese,6,1
Japanese,3,6
Japanese,3,2
Japanese,2,2
Japanese,3,2
Japanese,1,1
Japanese,3,4
Japanese,4,3
Japanese,3,5
Japanese,2,2
Japanese,5,3
Japanese,3,5
Japanese,3,4
Japanese,3,4
Japanese,3,5
Japanese,3,4
Japanese,3,6
Japanese,3,5
Japanese,4,3
Japanese,4,4
Japanese,3,5
Japanese,2,5
Japanese,3,7
Japanese,2,5
Japanese,2,5
Japanese,2,7
Japanese,4,4
Japanese,2,5
Japanese,6,1
Japanese,3,4
Japanese,2,4
Japanese,4,2
Japanese,3,5
Japanese,2,6
Japanese,3,5
Japanese,2,5
Japanese,3,5
Japanese,3,4
Japanese,3,2
Japanese,3,5
Japanese,5,3
Japanese,3,4
Japanese,2,10
Japanese,3,3
Japanese,3,1
Japanese,3,4
Japanese,2,4
Japanese,3,7
Japanese,3,3
Japanese,3,5
Japanese,2,3
Japanese,4,3
Japanese,3,4
Japanese,3,3
Japanese,3,5
Japanese,3,6
Japanese,2,4
Japanese,3,3
Japanese,3,4
Japanese,5,4
Japanese,3,4
Japanese,3,3
Japanese,4,2
Japanese,4,4
Japanese,3,7
Japanese,2,7
Japanese,3,6
Japanese,2,6
Japanese,2,4
Japanese,5,3
Japanese,3,7
Japanese,3,3
Japanese,3,3
Japanese,3,3
Japanese,3,6
Japanese,3,4
Japanese,2,5
Japanese,2,5
Japanese,3,2
Japanese,5,1
Japanese,2,3
Japanese,2,3
Japanese,4,3
Japanese,2,5
Japanese,4,6
Japanese,3,2
Japanese,2,5
Japanese,2,7
Japanese,2,6
Japanese,3,5
Japanese,2,4
Japanese,4,2
Japanese,3,4
Japanese,2,2
Japanese,2,7
Japanese,3,3
Japanese,1,1
Japanese,2,5
Japanese,4,4
Japanese,7,2
Japanese,3,6
Japanese,3,5
Japanese,3,3
Japanese,4,6
Japanese,2,1
Japanese,4,4
Japanese,4,4
Japanese,3,4
Japanese,5,2
Japanese,3,2
Japanese,5,4
Japanese,2,6
Japanese,2,4
Japanese,3,3
Japanese,7,1
Japanese,2,3
Japanese,3,3
Japanese,2,3
Japanese,3,5
Japanese,3,3
Japanese,4,6
Japanese,2,6
Japanese,3,5
Japanese,5,3
Japanese,3,3
Japanese,4,3
Japanese,3,4
Japanese,2,2
Japanese,2,2
Japanese,2,7
Japanese,2,3
Japanese,2,6
Japanese,4,4
Japanese,3,3
Japanese,2,9
Japanese,3,4
Japanese,4,1
Japanese,2,8
Japanese,4,4
Japanese,4,6
Japanese,2,9
Japanese,2,4
Japanese,3,5
Japanese,2,8
Japanese,5,2
Japanese,3,2
Japanese,2,4
Japanese,2,6
Japanese,3,3
Japanese,4,3
Japanese,2,7
Japanese,2,6
Japanese,3,1
Japanese,2,3
Japanese,3,5
Japanese,4,2
Japanese,4,5
Japanese,2,5
Japanese,3,6
Japanese,3,7
Japanese,5,3
Japanese,4,4
Japanese,3,1
Japanese,3,6
Japanese,2,5
Japanese,3,5
Japanese,3,5
Japanese,3,5
Japanese,3,5
Japanese,3,5
Japanese,3,4
Japanese,5,3
Japanese,4,2
Japanese,2,3
Japanese,2,9
Japanese,2,7
Japanese,3,6
Japanese,3,4
Japanese,2,5
Japanese,3,5
Japanese,2,3
Japanese,3,3
Japanese,6,2
Japanese,3,3
Japanese,4,5
Japanese,4,2
Japanese,3,6
Japanese,2,8
Japanese,3,2
Japanese,3,5
Japanese,3,3
Japanese,3,1
Japanese,4,3
Japanese,2,3
Japanese,2,7
Japanese,2,5
Japanese,3,7
Japanese,2,3
Japanese,3,5
Japanese,3,4
Japanese,3,3
Japanese,3,4
Japanese,4,2
Japanese,3,5
Japanese,4,1
Japanese,4,4
Japanese,3,3
Japanese,3,3
Japanese,2,2
Japanese,2,6
Japanese,4,3
Japanese,2,2
Japanese,2,9
Japanese,2,4
Japanese,4,6
Japanese,3,4
Japanese,2,3
Japanese,2,5
Japanese,2,7
Japanese,4,3
Japanese,6,4
Japanese,2,4
Japanese,6,1
